Index,PG,MV CAViaR,MV CAViaR + AR,MV CAViaR + SAV,MV CAViaR + AS,SAV,Abs. Slope,Ind. GARCH,Adaptive
2014-01-03,-0.000164181101187211,-0.0118830278809515,-0.0116711849250386,-0.00979915993172858,-0.00966805675530917,-0.00728755561132079,-0.00738449307088241,-0.00768489501984508,-0.00839140857832643
2014-01-06,-0.0029022122852842,-0.0114135436215353,-0.0131242865685918,-0.00946665842755911,-0.0113104459572228,-0.00658295567322908,-0.00691705280991543,-0.00731545601327833,-0.00818437564740915
2014-01-07,0.00612303649672707,-0.0114921274083129,-0.0110264642310142,-0.00864497040261551,-0.0134841959111321,-0.00638276123205467,-0.00715705950851298,-0.00705692030805347,-0.00817491408117753
2014-01-08,0.00021832780973341,-0.0112186358450589,-0.01351352323903,-0.0134783427286106,-0.0123395501376374,-0.00669083239375278,-0.00680274221926196,-0.00711718347471819,-0.00815044718521632
2014-01-09,0.000653366456850435,-0.0114748389460446,-0.00984301132559043,-0.0134886284304492,-0.00906218574304191,-0.00603728086259257,-0.00636040729590848,-0.00678228185449666,-0.00817050330038552
2014-01-10,0.00271894536776696,-0.011417906013631,-0.0121645313811288,-0.012009284886069,-0.0138541226499429,-0.00552217144506065,-0.00601693729326151,-0.0064702525084429,-0.00813980936164627
2014-01-13,-0.0133943571902257,-0.0111802157082465,-0.0101951620691911,-0.0101681553916843,-0.0110293705203386,-0.00539286209688031,-0.00568386011026649,-0.00616820345280597,-0.00794552841556974
2014-01-14,0.0108388300137623,-0.0117924360194846,-0.0122429359749498,-0.00400825026780969,-0.011930994978376,-0.00702267849027285,-0.0086386700311838,-0.00793385031524441,-0.0082679015992902
2014-01-15,0.00537548898145257,-0.0110215906788173,-0.0137059261651905,-0.0145640858253318,-0.0125173906617053,-0.00803382065720134,-0.00812307736639478,-0.0086174968961414,-0.00821883435711098
2014-01-16,-0.00130059790501225,-0.0112911789756191,-0.00861200020157379,-0.0119355414190579,-0.00858484173098203,-0.00808267886103983,-0.00756918015804097,-0.00844801019353895,-0.00822540511653311
2014-01-17,-0.00423830926774382,-0.0113831386576832,-0.0110098357889562,-0.00823821817490498,-0.0119001835083018,-0.0074432711638492,-0.00740537055182692,-0.00805081162528168,-0.00808318383431353
2014-01-21,0.00293630025211389,-0.0114911810044092,-0.00906912232729229,-0.0077515866737541,-0.00630813784737033,-0.00733228939845336,-0.00797987192163363,-0.0078084449907247,-0.00829084627354429
2014-01-22,0.000651314659363855,-0.0112960532527659,-0.0131925285934688,-0.00985524884544797,-0.00978187387825944,-0.00712182891160175,-0.00759913670441559,-0.0074994679936006,-0.00840222837992161
2014-01-23,-0.00822677505236236,-0.0113358579929413,-0.0116116668018213,-0.00933996977747566,-0.00959893508895804,-0.0064692206397334,-0.00717936279475443,-0.00714631188301952,-0.00838457298375251
2014-01-24,-0.0215668301287328,-0.0116854228775678,-0.0111275373348775,-0.00869511286463942,-0.0125409775762677,-0.00721887729139008,-0.00860483769226864,-0.00754738278845245,-0.00836998422602101
2014-01-27,-0.00493171042298357,-0.012249186454687,-0.0148923610935014,-0.00265984815518289,-0.0146561010640534,-0.00985327217149792,-0.0129728811924881,-0.0109461371681471,-0.00862221603019985
2014-01-28,0.00593714782483001,-0.0115699364298142,-0.0184485469546097,-0.00648451345248823,-0.0194254300390581,-0.00956673607781112,-0.013117880449971,-0.0105548690526014,-0.00861772808613046
2014-01-29,-0.00965157003259787,-0.0111913124965918,-0.0148072085824547,-0.0104214193631292,-0.00892099419424916,-0.00955778850082594,-0.012261475095497,-0.0102706808804794,-0.00857150275757478
2014-01-30,0.0105449115478615,-0.0118211511597087,-0.0139354027209628,-0.00742561667741033,-0.0174826876290845,-0.0101987366531178,-0.0134641753968725,-0.0104225492255837,-0.00862110432888865
2014-01-31,-0.00587600635690499,-0.011076109007731,-0.0132534083078688,-0.0192571486720102,-0.0101831247745483,-0.0108285160906261,-0.0125960706096855,-0.0106530698018011,-0.00862509847042076
2014-02-03,-0.0227622086037806,-0.0117188731324378,-0.0123755363350927,-0.00825555457582631,-0.0107528169740748,-0.010696472224346,-0.0130249215896723,-0.0103803028563984,-0.00857502818884277
2014-02-04,0.00697986804233519,-0.0122590198787539,-0.0196783902827038,-0.00275793176348812,-0.0169038290512481,-0.0132341618610121,-0.0178713721663667,-0.0131241907899712,-0.00875105934506163
2014-02-05,-0.00125482796224752,-0.0111204802913618,-0.0155173544560252,-0.0111830350469579,-0.0148258701059739,-0.0130417277263994,-0.0164147424794048,-0.0127208082964597,-0.00870344661967753
2014-02-06,0.0131008882698058,-0.0114191651966849,-0.0124984617344175,-0.00726185014225097,-0.0148580059522659,-0.0119940037324981,-0.0156322652747811,-0.0120698724221301,-0.00871085844368498
2014-02-07,0.0123197576004035,-0.0108348867300419,-0.0123690419723887,-0.0106013500023027,-0.0175463269830691,-0.0127949009552692,-0.0144196754247792,-0.0124874213909013,-0.00865618163726315
2014-02-10,0.00183470734533664,-0.0109097983862249,-0.00410121857394115,-0.0140850879857969,-0.00552014196471214,-0.013414973285384,-0.0133344039638667,-0.0127354346546305,-0.00866859054469725
2014-02-11,0.0108845882370145,-0.0114303736305962,-0.0111946689543519,-0.0115635309507162,-0.00850725007725212,-0.0124304083008567,-0.0124732812320994,-0.0120976220308297,-0.00865145226625162
2014-02-12,0.000494451958483744,-0.0108969801588743,-0.0088420629739522,-0.0121783156113213,-0.010995413672505,-0.0129000963327149,-0.0115474087226726,-0.0121895848609858,-0.00863278472129997
2014-02-13,0.00514928265570713,-0.01137850748487,-0.00754659383707757,-0.00947162724863447,-0.00710643255144218,-0.0117627050891009,-0.0108609905195126,-0.0115737734481283,-0.0086562146745898
2014-02-14,0.00550397146245007,-0.0111862732982418,-0.00947483096939484,-0.0126516024624975,-0.0099742757975289,-0.0114329975753361,-0.0101551604680672,-0.0111387634361422,-0.0086389706382313
2014-02-18,0.00119470017198609,-0.0112132697578157,-0.00593359243704092,-0.00947957953994584,-0.00764805260270054,-0.0111878192405263,-0.00944290651021324,-0.0107667436479619,-0.00860683839791061
2014-02-19,-0.00664366212914302,-0.0112830796156762,-0.00790928237844615,-0.0117788568235407,-0.00808614912658361,-0.0103177202550114,-0.00889130441483861,-0.0102272487720148,-0.00860937763109399
2014-02-20,0.00588343445363915,-0.0115986039836825,-0.00920086876495554,-0.00570844019885269,-0.00848487109265974,-0.0103494946919687,-0.00990572283527532,-0.0100354820383641,-0.00860492531872979
2014-02-21,-0.00114124163590645,-0.0111372822065292,-0.0105507933134336,-0.0118287011206275,-0.00449790686318593,-0.0102638940373968,-0.00928694954082349,-0.00979067370125212,-0.00859806736071662
2014-02-24,0.00553158717329438,-0.011417962408975,-0.0096912798349789,-0.0100203611913584,-0.00960644566027243,-0.0094731503197657,-0.00894578357952088,-0.00931048157800423,-0.00853925931486804
2014-02-25,-0.00037876220006261,-0.0111311862375748,-0.0104363688208447,-0.0105320165207303,-0.0070850591011597,-0.00941750355121444,-0.00824784273155016,-0.00909753075709489,-0.00850695290443851
2014-02-26,5.41832652283247e-05,-0.0115210110569404,-0.00904926591541331,-0.0098896858805688,-0.00894234855745719,-0.00859219546638244,-0.00769273061953847,-0.0086509479577704,-0.00850161012125984
2014-02-27,0.00523366203352271,-0.0114839159526028,-0.0128316112215666,-0.00999345695406399,-0.00897329624147528,-0.00779605214937135,-0.0076450676847916,-0.00823089324955371,-0.00843644644054518
2014-02-28,0.0025259963049491,-0.0112398327606823,-0.010692100669162,-0.0117214727231,-0.0103361297799136,-0.00785428400890711,-0.00720935979379429,-0.00808753017861888,-0.00841204714417524
2014-03-03,-0.00705712134708492,-0.0113036456029852,-0.00990629298640014,-0.0085220281774654,-0.00828971914129242,-0.00749979109237815,-0.00682780735700772,-0.00776292609773477,-0.00827485318679367
2014-03-04,0.0139582792110122,-0.0119069935272249,-0.0127220003807996,-0.00533450572544246,-0.0147793199084539,-0.00786030200909126,-0.0080949119325145,-0.00787346822181493,-0.00824841972916193
2014-03-05,0.000905627872348269,-0.0108039350467696,-0.0100014744882497,-0.0155586235962895,-0.0101000950390666,-0.00922474942255602,-0.00746935893576011,-0.009198947988542,-0.00824897107425202
2014-03-06,0.00228774632950923,-0.011426926025346,-0.00852268388893311,-0.00895684138470704,-0.00713491445384434,-0.00849684523429547,-0.00707927530252952,-0.00875168096235746,-0.00824340578911798
2014-03-07,0.000424960074921543,-0.0111976599727084,-0.0101659638018893,-0.00780848398821428,-0.00825319715273412,-0.00804567754687839,-0.00671270120454595,-0.00837108242043563,-0.00822491995536732
2014-03-10,-0.000531321542355023,-0.0115543676155743,-0.00911337040385622,-0.00887014843432287,-0.00585185416595107,-0.00735707866944383,-0.00640378346624884,-0.00797024142672675,-0.00820609269938594
2014-03-11,-0.00495514303693234,-0.0115015468814209,-0.0128788956401858,-0.0107043373830776,-0.0126505642350381,-0.00674957241090901,-0.0062510305861835,-0.00759596810056683,-0.00819206576852449
2014-03-12,0.000267151675095612,-0.0116057988319259,-0.0116279506261626,-0.0100342605947551,-0.0106358291187634,-0.00686490333958801,-0.00707953677766972,-0.00748536658097695,-0.00819842904166429
2014-03-13,-0.0112763988203834,-0.0114423442486985,-0.011880588094018,-0.00969133695965065,-0.00834051143809509,-0.00626428284264954,-0.00675607657696921,-0.00714026350477333,-0.00808792556232185
2014-03-14,-0.00281203197697888,-0.0118662025470709,-0.0127330099003892,-0.0048449863049888,-0.0125307005569431,-0.00752253467917762,-0.00907680752666152,-0.00843642315958462,-0.00822302879026756
2014-03-17,0.00900290991871966,-0.0114604509708861,-0.0147773317894802,-0.00610250192365881,-0.0134504037667552,-0.00726497598676215,-0.00924543346995536,-0.00816545396943175,-0.00824100666433477
2014-03-18,0.00711263760001479,-0.0110329285110391,-0.0113278500556443,-0.0129986837503247,-0.00967772824652808,-0.0079156495415671,-0.00859552795144291,-0.00850496442426254,-0.00822133093152924
2014-03-19,-0.00534316352432018,-0.0111296624624567,-0.0106148468581198,-0.0135635785257294,-0.0109762796046495,-0.00823753884397295,-0.00803881327893014,-0.00856588295767799,-0.0082048093241421
2014-03-20,0.00582265330270904,-0.0117846296881731,-0.0115415043723629,-0.0106472299031719,-0.0111554797692418,-0.00827707241477481,-0.0088109383920148,-0.00844914393288363,-0.0082084993203884
2014-03-21,-0.00388593846954599,-0.0113513586058412,-0.0129764984730728,-0.0110921478308355,-0.013784360929504,-0.0083817879292197,-0.00826583037306677,-0.00838381628036623,-0.00819088619846058
2014-03-24,-0.00414417998064298,-0.011443171475294,-0.010991261574579,-0.00175322403569708,-0.013871242609872,-0.00819909094539539,-0.0086933413198638,-0.00817381926016236,-0.00806726182327206
2014-03-25,0.00473456688946161,-0.0114279056064416,-0.0126974074542701,-0.00449444666005249,-0.0117839420744555,-0.00806920950544215,-0.00905988950021973,-0.00799808442268265,-0.00803149489392005
2014-03-26,-0.00721827432005284,-0.01119247147571,-0.009498210354579,-0.00829272164727665,-0.0114366897655495,-0.0080352707651869,-0.00849718047194637,-0.00786966120900834,-0.00802112171952926
2014-03-27,-0.00211045263790322,-0.0114904347812566,-0.0102535087096303,-0.00685130093718669,-0.015304867006155,-0.00836171618162298,-0.00963386573150414,-0.00801106450169191,-0.0080098366904147
2014-03-28,0.00491787570369961,-0.0113196533124801,-0.0124899257537368,-0.00612716045935406,-0.0120577896919398,-0.00783019139164659,-0.009533241996158,-0.0077417324484538,-0.0079918454991752
2014-03-31,0.00816129826447742,-0.0111877087238014,-0.0107102708977897,-0.00783918001578177,-0.0107851998107382,-0.00786167603720915,-0.0089259820337126,-0.00766248185941131,-0.00798105576795434
2014-04-01,0.00660843341169937,-0.011134638350476,-0.0117319922493667,-0.0138788767913813,-0.0130492298306077,-0.00830800812450287,-0.00817780593830786,-0.00794933114523791,-0.00793101112504558
2014-04-02,0.00334120105451863,-0.0112465885726786,-0.00926320343583157,-0.0122846434125799,-0.0076503444632274,-0.00850410186085541,-0.00761164216102319,-0.00801268771683464,-0.00758003488886278
2014-04-03,-0.001324621047468,-0.0113101777943963,-0.00879256074224106,-0.00991733480782618,-0.0116659391089542,-0.00823746795722847,-0.00721183092895339,-0.0077981152188918,-0.00752920411993536
