"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0544672326537177,-0.0678462492899016,-0.0470857537404059,0.01
"2","df_in[, -1]Diff_Index_1",-0.00140318737840363,-0.00265449275716392,0.00102226581763321,0.01
"3","df_in[, -1]Diff_Index_2",0.00255839306842785,-0.00457884316120315,0.00677249260215354,0.01
"4","df_in[, -1]Lag_1",-0.013903436094943,-0.236132427930169,0.335833217883952,0.01
"5","df_in[, -1]Lag_2",-0.227437148777065,-0.565438104128846,-0.08328900204037,0.01
"6","df_in[, -1]Lag_3",0.494373538258637,-0.0534597302363493,0.638404439748587,0.01
"7","df_in[, -1]Lag_4",0.00847455148438506,-0.0415465651585227,0.104510882749796,0.01
"8","df_in[, -1]Lag_5",0.0655364975172525,0.0325452037239172,0.114921790176914,0.01
"9","df_in[, -1]Lag_6",0.00485450071175507,0.00153479010358552,0.0873350775276691,0.01
"10","df_in[, -1]Lag_7",0.0778581047189052,-0.0118846431849145,0.206233627669821,0.01
