"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0203969868251332,-0.0233594270907506,-0.0184051579560066,0.01
"2","df_in[, -1]Diff_Index_1",-0.000930584204488237,-0.00513739444916826,0.0038415950780862,0.01
"3","df_in[, -1]Diff_Index_2",7.78855729111997e-05,-0.00258546534152921,0.00101687857937982,0.01
"4","df_in[, -1]Diff_Index_3",-0.00105496956186111,-0.00557298086025673,0.00153201523148081,0.01
"5","df_in[, -1]Diff_Index_4",0.00269606256531331,-0.00161532612448873,0.00941929259632776,0.01
"6","df_in[, -1]Diff_Index_5",-0.00102481429977343,-0.00268045443674082,0.00923572795003467,0.01
"7","df_in[, -1]Lag_1",0.0303481867710798,-1.4927503040328,1.70397856532351,0.01
"8","df_in[, -1]Lag_2",0.223302878223342,0.0872012606484861,0.273410157049936,0.01
"9","df_in[, -1]Lag_3",0.0769890257486505,-0.136732862837036,0.318061506150368,0.01
"10","df_in[, -1]Lag_4",-0.0229853900094858,-0.0784644755886193,0.363579431888987,0.01
"11","df_in[, -1]Lag_5",-0.155259202535839,-0.206810619364845,0.410203716784245,0.01
"12","df_in[, -1]Lag_6",0.199293023530705,0.172211926907059,0.496243417594755,0.01
