"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0127001897059045,-0.0181112399773472,-0.00873064066682589,0.1
"2","df_in[, -1]Diff_Index_1",0.000524027840447656,-0.00219383905183273,0.0019504949077853,0.1
"3","df_in[, -1]Diff_Index_2",0.000574506646597278,-0.000872618944226993,0.00145163658835432,0.1
"4","df_in[, -1]Diff_Index_3",-0.00045777873559146,-0.00241948519600009,0.00136442837395514,0.1
"5","df_in[, -1]Diff_Index_4",0.00210747350450428,-0.000880468796979135,0.00404159350330621,0.1
"6","df_in[, -1]Diff_Index_5",5.19826940264284e-07,-0.00198088128391691,0.00272580241297919,0.1
"7","df_in[, -1]Diff_Index_6",-3.5133153358051e-05,-0.00248962626357313,0.00173576694014535,0.1
"8","df_in[, -1]Diff_Index_7",0.000974130523701426,-0.00190814616734327,0.00472105633325632,0.1
"9","df_in[, -1]Diff_Index_8",-0.00115972369331162,-0.00340922389607071,0.0022964539755919,0.1
"10","df_in[, -1]Lag_1",0.157251764524342,-0.707915054396915,0.626707963101407,0.1
"11","df_in[, -1]Lag_2",0.166148532382635,-0.0109319210671854,0.392212742047326,0.1
"12","df_in[, -1]Lag_3",0.034284038172946,-0.198027905369544,0.171249795502221,0.1
"13","df_in[, -1]Lag_4",0.0576259519831188,-0.152343289335576,0.257732981426471,0.1
"14","df_in[, -1]Lag_5",0.0855115907281776,-0.130146421302533,0.248882338930163,0.1
"15","df_in[, -1]Lag_6",0.210608221920794,0.00252106828291136,0.434315527113849,0.1
"16","df_in[, -1]Lag_7",0.0374898393944206,-0.233985097528806,0.271333587122369,0.1
"17","df_in[, -1]Lag_8",0.111455250315174,-0.149603918675831,0.345514246213846,0.1
"18","df_in[, -1]Lag_9",-0.110068557520786,-0.268836796409528,0.0649738327057199,0.1
"19","df_in[, -1]Pos_Val_for_Lag_1",0.00280983385324663,-0.00147443789577478,0.00656683050262369,0.1
"20","df_in[, -1]Pos_Val_for_Lag_2",0.00146872843636254,-0.00188911586013538,0.00403378674629048,0.1
"21","df_in[, -1]Pos_Val_for_Lag_3",0.000432477456208115,-0.00277434543955799,0.00339695433508634,0.1
"22","df_in[, -1]Pos_Val_for_Lag_4",0.000511164552960057,-0.00251568717431736,0.00472626178970248,0.1
"23","df_in[, -1]Pos_Val_for_Lag_5",-0.00218163490038301,-0.00486862285927526,0.00163286621523444,0.1
"24","df_in[, -1]Pos_Val_for_Lag_6",-0.00132914541115349,-0.00487702567884564,0.00199035753587992,0.1
"25","df_in[, -1]Pos_Val_for_Lag_7",9.9453370740198e-05,-0.00266202362699837,0.00394851477210407,0.1
"26","df_in[, -1]Pos_Val_for_Lag_8",0.000647711545303861,-0.00369133481389243,0.00351493104573263,0.1
"27","df_in[, -1]Pos_Val_for_Lag_9",0.00294280378168582,-0.000748988255071748,0.00600840497666495,0.1
