"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0553649821807498,-0.116024747908378,-0.033857465443875,0.01
"2","df_in[, -1]Diff_Index_1",-0.00165952481182055,-0.00477503354226543,0.00202651281337667,0.01
"3","df_in[, -1]Lag_1",0.0313003277679928,-0.613866349260305,1.25703816642104,0.01
"4","df_in[, -1]Lag_2",-0.298005777334665,-0.644384839978981,-0.145513252188791,0.01
"5","df_in[, -1]Lag_3",0.805444351813532,0.0604469037012802,0.94189149360057,0.01
"6","df_in[, -1]Lag_4",-0.0205982026585115,-0.367508701959362,0.148385290962098,0.01
"7","df_in[, -1]Lag_5",0.0733801430796021,-0.280238475708641,0.345869294669229,0.01
"8","df_in[, -1]Lag_6",0.0470915791640707,-0.139722481736632,0.11379578589611,0.01
"9","df_in[, -1]Lag_7",0.101831986423217,0.0296044081243524,0.228171256084357,0.01
"10","df_in[, -1]Pos_Val_for_Lag_1",-0.0103649225712403,-0.0553780712168874,0.0295097878540418,0.01
"11","df_in[, -1]Pos_Val_for_Lag_2",0.00890850334340879,-0.0410146757964889,0.0448342564794229,0.01
"12","df_in[, -1]Pos_Val_for_Lag_3",-0.0300078002176447,-0.0403863480802633,0.0414478464002999,0.01
"13","df_in[, -1]Pos_Val_for_Lag_4",0.0149519830623411,-0.0155508360440945,0.0730299068880696,0.01
"14","df_in[, -1]Pos_Val_for_Lag_5",0.00953146331421443,-0.0426197714473781,0.0470024859117208,0.01
"15","df_in[, -1]Pos_Val_for_Lag_6",0.0106039295844151,-0.0348515178875693,0.0408141696507612,0.01
"16","df_in[, -1]Pos_Val_for_Lag_7",0.00452368732120893,-0.0439173412839493,0.0319645555125759,0.01
