"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0102011269264051,-0.0165224552323247,-0.00621619266048117,0.05
"2","df_in[, -1]Diff_Index_1",0.00148289757012287,1.95459074310123e-05,0.0026977495230528,0.05
"3","df_in[, -1]Diff_Index_2",0.00142157962494659,-0.00549462860276276,0.00410066955518641,0.05
"4","df_in[, -1]Diff_Index_3",-0.00471274260514723,-0.00675914165289478,0.00437848896734295,0.05
"5","df_in[, -1]Diff_Index_4",-0.00335453981032613,-0.00802616383818727,0.00141184517824872,0.05
"6","df_in[, -1]Diff_Index_5",0.00184716144027124,-0.00577869526651189,0.00536064950066776,0.05
"7","df_in[, -1]Diff_Index_6",-0.00206471540927854,-0.0111462343012278,0.00567249088067682,0.05
"8","df_in[, -1]Lag_1",-0.461635973257712,-1.5149887793082,0.226469720330305,0.05
"9","df_in[, -1]Lag_2",-0.334033258317657,-1.05746905943467,0.416539992419325,0.05
"10","df_in[, -1]Lag_3",-0.0797906676177599,-1.33579366553397,0.0187432952919086,0.05
