"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0126783911965298,-0.0144212032670346,-0.011741567966454,0.05
"2","DF1",-0.000230010209192464,-0.000596225658049645,0.000224804439551427,0.05
"3","DF2",-0.000959810355300569,-0.00264445501088763,-2.05736858041648e-05,0.05
"4","DF3",0.000221326722470922,-0.00151910355953455,0.00172212361828607,0.05
"5","DF4",-0.000939742166553012,-0.00213887361429509,0.000335459444274813,0.05
"6","DF5",-0.000780428431661557,-0.00296917145309139,0.000459159923320102,0.05
"7","DF6",0.000443933948687845,-0.00143402039301867,0.00220968570255446,0.05
"8","DF7",0.000480361323831497,-0.00268633707834893,0.00270630606929187,0.05
"9","DF8",0.00244694402225986,0.000205578232104592,0.00586720839641692,0.05
"10","DF9",-0.0029067866901468,-0.0052064220853814,0.00101711050372437,0.05
