"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.020139462153348,-0.0310250406920148,-0.013591146766923,0.01
"2","df_in[, -1]Diff_Index_1",-0.00196533907300644,-0.00793863469453272,0.00226047278437572,0.01
"3","df_in[, -1]Diff_Index_2",-0.00116476250474441,-0.00467156739857098,0.00543250095831899,0.01
"4","df_in[, -1]Diff_Index_3",-0.00125645199395319,-0.00462336118242044,0.00271747188270965,0.01
"5","df_in[, -1]Diff_Index_4",-0.00240117649887797,-0.00596283778219128,0.00145830594396329,0.01
"6","df_in[, -1]Diff_Index_5",-0.00260931195426782,-0.00506820458257397,0.00121214873428501,0.01
"7","df_in[, -1]Diff_Index_6",0.00192782043031394,-0.00396413709515763,0.00549584492305702,0.01
"8","df_in[, -1]Diff_Index_7",0.00368699253502842,-0.00278875007849564,0.00833459698941781,0.01
"9","df_in[, -1]Diff_Index_8",0.00916248456891901,0.00574801677155914,0.0104692608010807,0.01
"10","df_in[, -1]Lag_1",-0.779760013342497,-2.47188932001813,0.560823946856646,0.01
"11","df_in[, -1]Lag_2",0.332845524046996,-0.0636075512169805,0.538885457103203,0.01
"12","df_in[, -1]Pos_Val_for_Lag_1",0.00123817454605907,-0.0147292294499048,0.0110319623465042,0.01
"13","df_in[, -1]Pos_Val_for_Lag_2",-0.000213077332619634,-0.00521439865540936,0.015839827454497,0.01
