"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.00989246510999124,-0.0111618709723702,-0.00842321561103475,0.1
"2","df_in[, -1]Diff_Index_1",-0.00167799650093843,-0.00771482403274114,0.00211020155132361,0.1
"3","df_in[, -1]Diff_Index_2",-0.000450199193697018,-0.00180643620818015,0.000320817290671065,0.1
"4","df_in[, -1]Diff_Index_3",-0.000593597516817694,-0.00201517926668308,0.000544542351286973,0.1
"5","df_in[, -1]Diff_Index_4",-0.00158716301964606,-0.00329559457676291,0.000818468880593188,0.1
"6","df_in[, -1]Diff_Index_5",0.000149910925782908,-0.00256729712694786,0.0020919782549043,0.1
"7","df_in[, -1]Lag_1",-0.317572118037785,-2.39493825134272,0.93758694876149,0.1
"8","df_in[, -1]Lag_2",0.264187564783346,0.0694021823226526,0.342077825062848,0.1
"9","df_in[, -1]Lag_3",0.0505777146190922,-0.0517148340851224,0.167303025917901,0.1
"10","df_in[, -1]Lag_4",0.127520048196048,-0.0963609905578673,0.230258287844405,0.1
"11","df_in[, -1]Lag_5",-0.00504438563015027,-0.185845578781009,0.123662875693846,0.1
"12","df_in[, -1]Lag_6",0.178798736317138,0.0318336769198317,0.270866458198436,0.1
