"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0196323514735094,-0.0244923886106946,-0.0180759159930774,0.01
"2","DF1",0.000507086784298494,-0.000167373300567373,0.00101431745822812,0.01
"3","DF2",-0.00219210950795845,-0.0036503626828977,0.00187502390451764,0.01
"4","DF3",-0.000321095310149386,-0.00371649076891598,0.00252548831353027,0.01
"5","DF4",-0.00276847957205461,-0.00395251825199364,0.00154981256894788,0.01
"6","DF5",-0.00138974582325597,-0.00458586905349991,-0.000518834050187365,0.01
"7","DF6",0.00172611122729551,-0.00221195210248006,0.00217713593005281,0.01
"8","DF7",-0.000357295476535095,-0.00250549126545424,0.00229401535649132,0.01
"9","DF8",0.00686716089922582,0.00290505014510597,0.00735567801986048,0.01
"10","DF9",-0.0038115944028647,-0.00754163740108605,0.00297411023589613,0.01
