"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0106643533178353,-0.0168456538519207,-0.00783535460231858,0.05
"2","df_in[, -1]Diff_Index_1",-0.00115517403951945,-0.0022513000432786,0.00014517004551448,0.05
"3","df_in[, -1]Diff_Index_2",-0.00141251683025206,-0.00245567583499772,0.000257201267494244,0.05
"4","df_in[, -1]Diff_Index_3",8.92754985717115e-05,-0.00130442869612434,0.000892550494889288,0.05
"5","df_in[, -1]Diff_Index_4",-0.00092353634576754,-0.00222055836908405,0.000148722431012794,0.05
"6","df_in[, -1]Diff_Index_5",-0.000986331494414712,-0.00242904487479817,0.000960187193457899,0.05
"7","df_in[, -1]Diff_Index_6",0.000374248709482799,-0.00104480768282023,0.00125859298764589,0.05
"8","df_in[, -1]Diff_Index_7",0.00190923632294836,-0.000344438893798287,0.00317720852379896,0.05
"9","df_in[, -1]Diff_Index_8",0.00367418232225934,0.000812074182877121,0.0064526513904646,0.05
"10","df_in[, -1]Lag_1",-0.101104407477508,-0.598996380033447,0.229946089621138,0.05
"11","df_in[, -1]Lag_2",0.156489793395973,0.0450421937501975,0.308923608886892,0.05
"12","df_in[, -1]Lag_3",0.0859457496509374,0.0243203581362573,0.188732286846291,0.05
"13","df_in[, -1]Pos_Val_for_Lag_1",-0.00330887931489057,-0.00608813075655393,0.00163323886076479,0.05
"14","df_in[, -1]Pos_Val_for_Lag_2",0.000398465464281195,-0.00140483053496473,0.00381576297029459,0.05
"15","df_in[, -1]Pos_Val_for_Lag_3",-0.000669378534889607,-0.00345773201043081,0.00186693599384521,0.05
