"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0130181316741594,-0.0147483761551587,-0.0119955263823861,0.05
"2","df_in[, -1]Diff_Index_1",-0.0047591670956924,-0.00827789833985656,-0.000212480065592815,0.05
"3","df_in[, -1]Diff_Index_2",-0.00102866573165541,-0.00222241921769531,0.000245326354525889,0.05
"4","df_in[, -1]Diff_Index_3",-0.00128255727212691,-0.00262516722738093,0.000447523236864839,0.05
"5","df_in[, -1]Diff_Index_4",-0.00132401814259361,-0.00427133031042464,0.000482262904047995,0.05
"6","df_in[, -1]Lag_1",-1.16111666224573,-2.48714777231188,0.299101693273256,0.05
"7","df_in[, -1]Lag_2",0.347919081513017,0.210337028481845,0.452789148187661,0.05
"8","df_in[, -1]Lag_3",0.134906184164151,-0.0394594740291318,0.221526997646578,0.05
"9","df_in[, -1]Lag_4",0.0885628275448439,-0.000617828186496075,0.224975298476268,0.05
"10","df_in[, -1]Lag_5",0.0381217125097848,-0.173361193567496,0.189419710855979,0.05
"11","df_in[, -1]Lag_6",0.227376445329709,0.129693753705695,0.327707343040909,0.05
"12","df_in[, -1]Lag_7",0.143872950267011,-0.0492686408568666,0.21333113354925,0.05
"13","df_in[, -1]Lag_8",0.125515304053273,0.026700581788349,0.293694743372129,0.05
