Index,PG,MV CAViaR,MV CAViaR + AR,MV CAViaR + SAV,MV CAViaR + AS,SAV,Abs. Slope,Ind. GARCH,Adaptive
2008-01-04,-0.0248118342004231,-0.0151674191527322,-0.0168765510822573,-0.00718446141944555,-0.0121985305806692,-0.0162480549405397,-0.0172851264299248,-0.0151747507300667,-0.0142638971924935
2008-01-07,-0.000849645663245191,-0.0118663781509119,-0.013577722273434,-0.000898087624748237,-0.016019907569384,-0.0215220841725673,-0.0216338222397338,-0.0234694546692541,-0.0143806512453065
2008-01-08,-0.0162801552029759,-0.013559895896154,-0.0186453730578912,-0.00119314718593922,-0.0129882693502304,-0.020752083549008,-0.0207887513541501,-0.0204524487781726,-0.0143768696171151
2008-01-09,0.0104552681751429,-0.0147439488305097,-0.0162857138087815,-0.00488892199850044,-0.0161239460439929,-0.0213327775261173,-0.0219940303513402,-0.0208734972708611,-0.0143821570965869
2008-01-10,0.00653267910319322,-0.0126742309988413,-0.0190173752712211,-0.00633291046728915,-0.0124099741294037,-0.0213905305521661,-0.0214060310408958,-0.0200365634519294,-0.0144260622659045
2008-01-11,-0.00810126171448111,-0.0136862645144192,-0.00989795553396045,-0.0131081242270883,-0.0120611287563507,-0.0207550874358938,-0.0207773781471634,-0.0194979045735061,-0.014423921746847
2008-01-14,0.00803070549721419,-0.0133729232373724,-0.0130522841248924,-0.010119673294823,-0.0111814346403762,-0.0191090248484485,-0.0209369219002785,-0.0191694991068949,-0.0144286909231164
2008-01-15,-0.0222590643071836,-0.0141473925195496,-0.015088761838678,-0.0101747307505509,-0.0126062132140792,-0.0189544724302419,-0.0203855192557555,-0.0188339641829159,-0.0144264229739801
2008-01-16,-0.00864974291040976,-0.0133227028326739,-0.0115136391803445,-0.00682872839209978,-0.0143329216205382,-0.0233130370303718,-0.0225193325271049,-0.0232420221819811,-0.0144890709325335
2008-01-17,-0.0262580046915497,-0.013329087126614,-0.0180980339621899,0.000790786345628456,-0.0146469257239822,-0.0231937840097445,-0.0226595965790987,-0.0230093899358764,-0.0144756157129261
2008-01-18,-0.010320789154652,-0.0141926674291023,-0.0172336463769856,-0.000167077252623211,-0.0182046510638488,-0.0249598668834255,-0.0269454523465491,-0.0259027180993248,-0.0146270873401143
2008-01-22,-0.010198346864426,-0.0135370832077836,-0.0213532429967754,0.00313380468021065,-0.0157140176027891,-0.0249421344947233,-0.0272870583707091,-0.0257464684348827,-0.0146385188322222
2008-01-23,0.0237370018747995,-0.0168643625206276,-0.0206547876257769,-0.00505074711449332,-0.0156891378448123,-0.0244859837472166,-0.0276329861283589,-0.0255877356106245,-0.0146316089193057
2008-01-24,0.00840611462597618,-0.0107740926331311,-0.0177349488028521,-0.00947549821687328,-0.0103646635790579,-0.0255737341135947,-0.0270456154583219,-0.0265354620205394,-0.0146241794739876
2008-01-25,-0.0145510126590036,-0.0125751109294084,-0.00560890765710624,-0.0177500513700278,-0.010215961302983,-0.0253847814617061,-0.0262492593632766,-0.0260046943274188,-0.0146233204434807
