"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.00783850432981266,-0.0113924650530743,-0.00488629440245232,0.1
"2","df_in[, -1]Diff_Index_1",8.12589682050643e-05,-0.000843634311560906,0.000689990000082225,0.1
"3","df_in[, -1]Diff_Index_2",-0.000497006659921723,-0.00280738162802901,0.000759764833591893,0.1
"4","df_in[, -1]Diff_Index_3",0.00145747944957381,-0.00148342459257197,0.00324024612917933,0.1
"5","df_in[, -1]Diff_Index_4",0.000858915462436283,-0.00469451241856276,0.00550353655321978,0.1
"6","df_in[, -1]Lag_1",0.158569636577748,-0.112856790707485,0.350851940240847,0.1
"7","df_in[, -1]Lag_2",0.0612074348201836,-0.169169691562791,0.23703733160076,0.1
"8","df_in[, -1]Lag_3",0.158286839798597,-0.0258001966838066,0.250274756189917,0.1
"9","df_in[, -1]Lag_4",0.0825742383980363,-0.0275593712623776,0.229177093823396,0.1
"10","df_in[, -1]Pos_Val_for_Lag_1",-0.0025788354561893,-0.00605415437703819,0.000676352581858388,0.1
"11","df_in[, -1]Pos_Val_for_Lag_2",0.000997457026982542,-0.00217707723682781,0.00449372319024446,0.1
"12","df_in[, -1]Pos_Val_for_Lag_3",-0.00119253284540419,-0.00374015798622525,0.00143494318465883,0.1
"13","df_in[, -1]Pos_Val_for_Lag_4",5.00493057766321e-05,-0.00309772311415787,0.00282867306213122,0.1
