"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0186863537941564,-0.0205339943342931,-0.0158314703986697,0.05
"2","df_in[, -1]Diff_Index_1",0.000391993692608044,3.4020764068135e-05,0.00169396307047251,0.05
"3","df_in[, -1]Lag_1",0.234897751816363,0.0259591648581697,0.294587175343147,0.05
"4","df_in[, -1]Lag_2",0.170175481298917,0.0910300594391988,0.323486165337155,0.05
"5","df_in[, -1]Lag_3",-0.0363493416023086,-0.204454570386982,0.140062475522471,0.05
"6","df_in[, -1]Lag_4",0.308803547946463,0.0170949941246065,0.367910901932459,0.05
"7","df_in[, -1]Lag_5",-0.029804620912565,-0.269932241509611,0.130578676291586,0.05
"8","df_in[, -1]Lag_6",0.219431256982358,0.0256699115893618,0.252937667513611,0.05
"9","df_in[, -1]Lag_7",0.108038332704965,-0.034229967302182,0.185018395676762,0.05
"10","df_in[, -1]Lag_8",0.0343632342932944,-0.056844721849759,0.110985668583574,0.05
"11","df_in[, -1]Lag_9",-0.00679903812495073,-0.200060922597466,0.154176987282845,0.05
"12","df_in[, -1]Lag_10",0.160839493477672,0.10320296619305,0.246623758750058,0.05
