"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0122363517998423,-0.0133826786579825,-0.0103901238958124,0.1
"2","df_in[, -1]Diff_Index_1",0.000446635685843202,-0.000738048782705151,0.00125059015118499,0.1
"3","df_in[, -1]Lag_1",0.119188755177008,-0.143417329497297,0.258949119676639,0.1
"4","df_in[, -1]Lag_2",0.229306097661277,0.00179772549272761,0.35944942031693,0.1
"5","df_in[, -1]Lag_3",0.0174629542293582,-0.136851931383367,0.138665804948623,0.1
"6","df_in[, -1]Lag_4",0.158078963518194,-0.011948164210369,0.29979503727132,0.1
"7","df_in[, -1]Lag_5",-0.0750003124341609,-0.209157093277482,0.175284307371972,0.1
"8","df_in[, -1]Lag_6",0.0944701970237738,-0.0345084108298907,0.19123887651882,0.1
"9","df_in[, -1]Lag_7",0.0913892381346089,-0.0297424045402773,0.272007012536008,0.1
"10","df_in[, -1]Lag_8",0.00686725259676194,-0.130967802124904,0.154427588043386,0.1
"11","df_in[, -1]Lag_9",0.00102560809150373,-0.158949534167894,0.193333952865885,0.1
