"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0125826108713247,-0.0158981876473736,-0.00983463427187119,0.1
"2","df_in[, -1]Diff_Index_1",-5.02167433614874e-05,-0.000299383701995451,0.000672476189362493,0.1
"3","df_in[, -1]Lag_1",0.0646908038080587,-0.11665977447696,0.241752009363333,0.1
"4","df_in[, -1]Lag_2",0.233269841498585,0.0420976231616053,0.357218783840928,0.1
"5","df_in[, -1]Lag_3",-0.0448382744660702,-0.151677859673489,0.149158254728945,0.1
"6","df_in[, -1]Lag_4",-0.0482283251386911,-0.161982452723529,0.136155192513893,0.1
"7","df_in[, -1]Lag_5",0.0124035525260104,-0.13533434176496,0.161717781038543,0.1
"8","df_in[, -1]Lag_6",0.275682140172073,0.0262874967411279,0.432593535336962,0.1
"9","df_in[, -1]Pos_Val_for_Lag_1",0.00256781978364912,-0.000489135256138783,0.00503679188515233,0.1
"10","df_in[, -1]Pos_Val_for_Lag_2",0.00120058346941211,-0.00125346604923799,0.00379113921225582,0.1
"11","df_in[, -1]Pos_Val_for_Lag_3",0.00127774388212375,-0.000582634836708431,0.00386540299629434,0.1
"12","df_in[, -1]Pos_Val_for_Lag_4",0.00246963157213925,-0.000737851693977708,0.00420046213248463,0.1
"13","df_in[, -1]Pos_Val_for_Lag_5",-0.000661834887993349,-0.00267680626434367,0.00190268655088139,0.1
"14","df_in[, -1]Pos_Val_for_Lag_6",-0.00230351717977796,-0.00518841734407759,0.00181381711820145,0.1
