"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0569698071947444,-0.122212397680453,-0.0266592426895951,0.01
"2","df_in[, -1]Diff_Index_1",-0.00163935272369651,-0.00487953183425267,0.00508156247974439,0.01
"3","df_in[, -1]Diff_Index_2",0.000733699063644568,-0.00142186141884985,0.00368067011628272,0.01
"4","df_in[, -1]Diff_Index_3",-0.000887051754209229,-0.0026430079533449,0.00235762878273136,0.01
"5","df_in[, -1]Lag_1",-0.0339532118665663,-0.765781896174523,1.44869992013862,0.01
"6","df_in[, -1]Lag_2",-0.20550754524,-0.727882027370838,-0.125570218022163,0.01
"7","df_in[, -1]Lag_3",0.76260301932775,0.0586684509619616,0.890489945460087,0.01
"8","df_in[, -1]Lag_4",-0.00945933766246909,-0.396473741703298,0.168704912912138,0.01
"9","df_in[, -1]Lag_5",0.0331362062552494,-0.305624113475559,0.366997839634382,0.01
"10","df_in[, -1]Lag_6",0.0663398880777829,-0.16511866953318,0.134676687171891,0.01
"11","df_in[, -1]Lag_7",0.0349196313231944,0.00140118685245488,0.200320969936246,0.01
"12","df_in[, -1]Pos_Val_for_Lag_1",-0.0114735530590975,-0.0609887124205017,0.0404223353327457,0.01
"13","df_in[, -1]Pos_Val_for_Lag_2",0.0062704065202212,-0.0405345251290934,0.0423174146126514,0.01
"14","df_in[, -1]Pos_Val_for_Lag_3",-0.0264386734107323,-0.0569384440048585,0.0441896587646878,0.01
"15","df_in[, -1]Pos_Val_for_Lag_4",0.0190749078342626,-0.0202079188127906,0.0716206753595696,0.01
"16","df_in[, -1]Pos_Val_for_Lag_5",0.0108050763057494,-0.0440077781320832,0.0659968462483041,0.01
"17","df_in[, -1]Pos_Val_for_Lag_6",0.00688533790025276,-0.0152763133948296,0.0397280792040437,0.01
"18","df_in[, -1]Pos_Val_for_Lag_7",0.00535294543879216,-0.0435960728843474,0.0313323762871209,0.01
