"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0211160294685572,-0.0240886109749794,-0.0197242074437771,0.01
"2","df_in[, -1]Diff_Index_1",0.00111468981739155,-0.00222223214826581,0.00587076878826507,0.01
"3","df_in[, -1]Lag_1",0.831270069782577,-0.563742743506601,2.66648245815145,0.01
"4","df_in[, -1]Lag_2",0.268522401331259,0.14528348624077,0.40107667476153,0.01
"5","df_in[, -1]Lag_3",0.0685532529172561,-0.0582425449475358,0.532088893225662,0.01
"6","df_in[, -1]Lag_4",-0.0326654841217373,-0.0872726883017432,0.268436931844519,0.01
"7","df_in[, -1]Lag_5",-0.109081998524832,-0.196785748054114,0.548876313626259,0.01
"8","df_in[, -1]Lag_6",0.243944547173527,0.0998336360874805,0.520911236391445,0.01
"9","df_in[, -1]Lag_7",-0.0719778253563228,-0.233410735348984,0.275820491771105,0.01
