"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0155257905257173,-0.0239914336242324,-0.00773358954780397,0.05
"2","df_in[, -1]Diff_Index_1",0.000977781260867715,-0.000806412273642342,0.0026344439355866,0.05
"3","df_in[, -1]Diff_Index_2",-0.000381105773934362,-0.000845722671491813,0.00060420391776148,0.05
"4","df_in[, -1]Lag_1",0.659880499255012,-0.257088399667004,1.28491922358654,0.05
"5","df_in[, -1]Lag_2",0.294908764730154,0.0336600632476907,0.455419798264404,0.05
"6","df_in[, -1]Lag_3",0.0172017522751981,-0.250748044021933,0.361069241297342,0.05
"7","df_in[, -1]Lag_4",-0.0828969841051691,-0.21781356451692,0.281650047352507,0.05
"8","df_in[, -1]Lag_5",0.13746670318796,-0.0979372506151037,0.381567907244056,0.05
"9","df_in[, -1]Lag_6",0.329706091429088,0.10025169242275,0.550113241928565,0.05
"10","df_in[, -1]Lag_7",0.00895722954229063,-0.198898313608866,0.288732185844553,0.05
"11","df_in[, -1]Pos_Val_for_Lag_1",0.00134277921020957,-0.00154955540386767,0.00820405407410981,0.05
"12","df_in[, -1]Pos_Val_for_Lag_2",0.000437348130713074,-0.00336798757578229,0.00652358504506034,0.05
"13","df_in[, -1]Pos_Val_for_Lag_3",0.00163009901833621,-0.00493109632092912,0.00549259078827753,0.05
"14","df_in[, -1]Pos_Val_for_Lag_4",0.00271314076007949,-0.00305045908600014,0.00469390265534416,0.05
"15","df_in[, -1]Pos_Val_for_Lag_5",-0.00109840268968513,-0.00467673719406104,0.0029500800148923,0.05
"16","df_in[, -1]Pos_Val_for_Lag_6",-0.00249586451309515,-0.00687452455150841,0.00207639242787255,0.05
"17","df_in[, -1]Pos_Val_for_Lag_7",0.00111993992673509,-0.00439957271224079,0.004108102523372,0.05
