"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0301036626234422,-0.0306305453722712,-0.0258672333291256,0.01
"2","DF1",0.000415032117006309,-0.000744628240764513,0.00117152434309283,0.01
"3","DF2",-0.00155564599641704,-0.00418317243021144,0.00104463426883451,0.01
"4","DF3",0.00212554508119231,9.3083018506409e-05,0.00654437873287209,0.01
"5","DF4",0.00201678830898061,-0.00217254257919234,0.00770216609608071,0.01
"6","DF5",0.00195929505736393,-0.00343379922091704,0.0091577360541692,0.01
"7","DF6",0.000621024253777337,-0.00471407921870933,0.00371383842698751,0.01
"8","DF7",0.00334948221220039,-0.00570595746879312,0.00935658055404841,0.01
"9","DF8",-0.000663129689235233,-0.00480167757175054,0.00526683442779253,0.01
"10","DF9",0.0123533288268098,0.00456296980530525,0.0162196190318995,0.01
"11","DF10",0.00848864422302203,-0.0022347896886076,0.0108018408321176,0.01
"12","DF11",0.0051780537776283,-0.0117567363292593,0.00920169280492401,0.01
"13","DF12",-0.000338776318992261,-0.0141126932653001,0.00620776204956975,0.01
"14","DF13",0.00123942656543523,-0.0046693419995178,0.0115037358610479,0.01
"15","DF14",-0.00125151640456078,-0.0115664602834424,0.0219683733932978,0.01
"16","DF15",0.00304167918063901,-0.0101422952714875,0.0146454232166782,0.01
"17","DF16",-0.00502414942430091,-0.0324683795468793,0.00365483511976638,0.01
"18","DF17",0.00853702778258797,-0.0192642441278081,0.0198826625081947,0.01
"19","DF18",-6.30730086397261e-05,-0.016857113432857,0.0177347125650629,0.01
"20","DF19",0.0111444941284049,-0.0132819517478291,0.0343216781581227,0.01
"21","DF20",-0.0105789598598988,-0.0283854707303141,0.0159493146546544,0.01
"22","DF21",0.0055531886109753,-0.037905419541526,0.0315268726894161,0.01
"23","DF22",0.00986635524124122,-0.00992761236957268,0.0236888758553002,0.01
"24","DF23",-0.0104249558736088,-0.0198748284431695,0.0350495265189485,0.01
