"","term","estimate","conf.low","conf.high","tau"
"1","(Intercept)",-0.0100457627464,-0.0117774446564845,-0.00884915096577922,0.1
"2","df_in[, -1]Diff_Index_1",-3.65083312038879e-05,-0.00128966590900061,0.00138842183043661,0.1
"3","df_in[, -1]Lag_1",0.179045993187266,-0.386850131859215,0.667385237315551,0.1
"4","df_in[, -1]Lag_2",0.252555897009805,0.117592343725077,0.36058318407039,0.1
"5","df_in[, -1]Lag_3",0.0788231603802577,-0.0369812403150985,0.189698664474622,0.1
"6","df_in[, -1]Lag_4",0.0751844291386194,-0.0535663062450553,0.193351193683944,0.1
"7","df_in[, -1]Lag_5",-0.0138124786911183,-0.159619805658686,0.133182758044789,0.1
"8","df_in[, -1]Lag_6",0.173731748519352,0.0559091066415302,0.289706958895507,0.1
"9","df_in[, -1]Lag_7",0.0400435805927062,-0.0445630911454904,0.169419630312695,0.1
"10","df_in[, -1]Lag_8",0.0962576694346886,-0.0166387368074461,0.258331960958936,0.1
